intent-group,loom-design,molecule,loom-name,loom-description,design/epitope,design/orf,design/orf-2,design/promoter,design/orf-protein-mutations,design/orf-source-organism,design/orf-2-protein-mutations,design/orf-2-source-organism,design/promoter-source-organism,design-genome/organism,design/backbone
Yeast expression,949,4046697,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725300.1,,pGAL1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046665,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725318.1,,pTEF1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046675,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725306.1,,pTEF1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046694,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725298.1,,pTEF1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046653,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725309.1,,pGAL1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046711,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725304.1,,pTEF1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046612,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725299.1,,pGAL1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046670,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725307.1,,pGAL1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046712,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725310.1,,pGAL1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046705,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009724392.1,,pGAL1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046671,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009724397.2,,pGAL1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046707,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009724396.1,,pGAL1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046610,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009724392.1,,pGAL1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046689,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725302.1,,pTEF1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046695,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725301.1,,pTEF1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046619,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725300.1,,pGAL1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046648,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725303.1,,pTEF1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046681,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009724395.1,,pTEF1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046703,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725302.1,,pTEF1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046636,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725306.1,,pGAL1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046639,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009724394.1,,pGAL1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046652,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725255.1,,pTEF1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046654,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725297.1,,pTEF1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046698,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009724391.1,,pGAL1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046669,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009724397.2,,pTEF1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046706,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009724394.1,,pGAL1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046640,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009724390.1,,pTEF1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046663,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725299.1,,pGAL1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046633,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009724391.1,,pTEF1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046651,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725318.1,,pTEF1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046709,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725318.1,,pGAL1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046644,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009724394.1,,pTEF1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046684,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725301.1,,pTEF1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046693,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009724395.1,,pGAL1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046668,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725305.1,,pGAL1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046632,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725299.1,,pTEF1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
